,lnR,lnR_2,SZCZRV,Jan,Feb,Mar,Apr,May,June,July,Aug,Sep,Oct,Nov,Dec,M,Tu,W,Th,F,Sa,Su,ntd_cnt,risk_M,risk_Tu,risk_Th,risk_F,risk_Jan,risk_Feb,risk_May,risk_Dec,risk_ntd_cnt,emotion_M,emotion_Tu,emotion_Th,emotion_F,emotion_Jan,emotion_Feb,emotion_May,emotion_Dec,emotion_ntd_cnt,news_M,news_Tu,news_Th,news_F,news_Jan,news_Feb,news_May,news_Dec,news_ntd_cnt
2015-10-19,0.0014214281330495737,2.0204579374247965e-06,0.00035363393634561325,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,-0.5222232165504515,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.044446433100903,2.510618363934199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.021236727868398,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
2015-10-20,0.017928894483109303,0.00032144525738646724,0.00021934088579964804,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,-0.0,-0.3373646743439604,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,2.5836771614324516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-10-21,-0.060524655527355975,0.003663233926705102,0.0012422543563735712,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-10-22,0.03502526457513788,0.0012267691585584088,0.0007589763309090578,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,-0.0,-0.0,-0.5690842478036148,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,2.243739251533809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-10-23,0.02604937816465558,0.0006785701027652349,0.0004205299981460872,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.0,-0.0,-0.0,-0.5791949106730991,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,2.1470105831420825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2015-10-26,0.007239666453259019,5.241277035444403e-05,0.0006020240756651912,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,-0.5615732946386425,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.123146589277285,1.4793460764433555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.958692152886711,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2015-10-27,0.006025733295706104,3.630946175098114e-05,0.0010154729665665305,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,-0.0,-0.5075040723278793,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,1.989286600476592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-10-28,-0.02271311895609962,0.0005158857727139319,0.00045348956240847093,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-10-29,0.0062712116238081705,3.932809523058671e-05,0.0004012127146430515,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,-0.0,-0.0,-0.5172382969926336,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,1.801781486746799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-10-30,-0.0017834347822258678,3.1806396224530284e-06,0.0003299612969890566,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.0,-0.0,-0.0,-0.45391662893048035,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.9585326513279969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-11-02,-0.021108896232064467,0.00044558550013606545,0.0007035621881578516,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,-0.42760072714587416,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.8552014542917483,0.2494255492720725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.498851098544145,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2015-11-03,-0.0014818738763864303,2.1959501855165455e-06,0.00035824174021930737,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,-0.0,-0.41352318152656664,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.46066112906684525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-11-04,0.05151606978459,0.002653905446050747,0.0003126245059364611,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-11-05,0.004609508130448248,2.12475652046685e-05,0.00045064578407935066,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,-0.0,-0.0,-0.411825525754925,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,2.0148375307069633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-11-06,0.02755205015350981,0.00075911546766152,0.0002447049882457575,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.0,-0.0,-0.0,-0.3691593734359896,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,3.221885373114901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2015-11-09,0.014550584924233334,0.00021171952163732638,0.0003663762915712194,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,-0.2909708993141382,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.5819417986282764,4.020674959882642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.041349919765285,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2015-11-10,0.003790213391635433,1.4365717554132573e-05,0.0003511018937413832,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,-0.0,-0.30351520220904915,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,4.627413451749961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-11-11,0.014060880468871773,0.00019770835955989967,0.00021451518069627297,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-11-12,-0.0033303168741944944,1.1091010482544587e-05,0.0004050618266710176,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,-0.0,-0.0,-0.2422894254160617,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,4.222142249268615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-11-13,-0.018640631795349805,0.00034747315372980606,0.0006131052902531389,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.0,-0.0,-0.0,-0.2687818444246276,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,3.734018787940705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-11-16,0.017451992386037674,0.00030457203824231694,0.00041599444472612565,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,-0.27136478014166365,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.5427295602833273,3.3245349523523107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.649069904704621,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2015-11-17,-0.008660749911729937,7.50085890335301e-05,0.0004306175388715368,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,-0.0,-0.3018834053511255,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,1.8113306819695951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-11-18,-0.018374152905220598,0.00033760949498442655,0.00040944369696407185,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-11-19,0.02619939677592953,0.0006864083914225866,0.0002466290227534191,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,-0.0,-0.0,-0.13796335472156926,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.5434391430914259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-11-20,0.007284361657031724,5.306192475043396e-05,0.00023142578006623885,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.0,-0.0,-0.0,-0.12904516396005056,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,1.206372824345432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-11-23,-0.009121916789744944,8.320936591903071e-05,0.00023774645706431074,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,-0.051363938537661344,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.10272787707532269,1.0794969054681676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.158993810936335,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2015-11-24,0.008557280711036341,7.322705316747464e-05,0.00021345979967974724,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0,0.115453988149567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6173178903534844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-11-25,0.015505180275033226,0.0002404106153612794,0.00012298998051680918,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-11-26,-0.009799487867439893,9.602996246410167e-05,0.00019425283792494355,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,-0.0,-0.0,-0.29992029248370755,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,1.9326600516266463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-11-27,-0.06519300064994837,0.004250127333744169,0.001179552785401613,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.0,-0.0,-0.0,-0.24842464166902328,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.2567589528236151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2015-11-30,0.006346804329394828,4.0281925195624936e-05,0.0012779867360661033,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,-0.2007068182950959,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.4014136365901918,0.0679421788328314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1358843576656628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-12-01,0.0035913589021205894,1.2897858763840806e-05,0.00046031378352752645,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,-0.0,-0.06240537690719391,-0.0,-0.0,-0.0,-0.0,-0.0,-0.06240537690719391,-0.0,0.0,0.6582093604433796,0.0,0.0,0.0,0.0,0.0,0.6582093604433796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-12-02,0.008661866032737109,7.50279231690849e-05,0.0005297769249984829,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13812875262790908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5736434932608796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2015-12-03,0.021200250843707025,0.0004494506358361004,0.00021380539057619583,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,0.0,0.3219263642775099,0.0,0.0,0.0,0.0,0.3219263642775099,0.0,0.0,0.0,0.5729638375665788,0.0,0.0,0.0,0.0,0.5729638375665788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-12-04,-0.009541348493604218,9.103733107640348e-05,0.00024735603863378926,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.3454623543360818,0.0,0.0,0.0,0.3454623543360818,0.0,0.0,0.0,0.0,1.1226506754955563,0.0,0.0,0.0,1.1226506754955563,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2015-12-07,0.00919342360490738,8.451903757926821e-05,0.00015254268566059203,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0.4024312632716364,0.0,0.0,0.0,0.0,0.0,0.0,0.4024312632716364,0.8048625265432728,2.2776827348569286,0.0,0.0,0.0,0.0,0.0,0.0,2.2776827348569286,4.555365469713857,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0
2015-12-08,-0.022601723967776266,0.0005108379263155521,0.0002557263159803481,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0.28930945183027434,0.0,0.0,0.0,0.0,0.0,0.28930945183027434,0.0,0.0,1.4837295005297133,0.0,0.0,0.0,0.0,0.0,1.4837295005297133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-12-09,0.0012207947360867166,1.490339787657036e-06,0.0001455200770451608,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3093311450465569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5285884977063524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-12-10,9.851868948551612e-05,9.705932177943544e-09,0.00020892297183105685,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,0.0,0.4052161054392108,0.0,0.0,0.0,0.0,0.4052161054392108,0.0,0.0,0.0,1.198051212457886,0.0,0.0,0.0,0.0,1.198051212457886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-12-11,-0.003866745786940129,1.4951722980819238e-05,0.00023497124272591489,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.3861139583371711,0.0,0.0,0.0,0.3861139583371711,0.0,0.0,0.0,0.0,0.42708430669092545,0.0,0.0,0.0,0.42708430669092545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-12-14,0.02173097434439697,0.0004722352459568393,0.00019908736523906374,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0.26071518359157764,0.0,0.0,0.0,0.0,0.0,0.0,0.26071518359157764,0.5214303671831553,1.2523152863395663,0.0,0.0,0.0,0.0,0.0,0.0,1.2523152863395663,2.5046305726791327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-12-15,0.0076045199657315266,5.7828723909209415e-05,0.00012506772519607265,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0.3802855213447226,0.0,0.0,0.0,0.0,0.0,0.3802855213447226,0.0,0.0,1.251615203105367,0.0,0.0,0.0,0.0,0.0,1.251615203105367,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2015-12-16,0.0012620831322855963,1.592853832799822e-06,0.0001252641592549485,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7947474047477856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7843003760598612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
2015-12-17,0.024823162034802948,0.0006161893734060825,0.000159282499008668,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,0.0,0.9099081311724913,0.0,0.0,0.0,0.0,0.9099081311724913,0.0,0.0,0.0,2.4880174147977248,0.0,0.0,0.0,0.0,2.4880174147977248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-12-18,0.0003718467613254006,1.3827001390818947e-07,0.0001520630620510606,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.8760002037914054,0.0,0.0,0.0,0.8760002037914054,0.0,0.0,0.0,0.0,2.5105546028924386,0.0,0.0,0.0,2.5105546028924386,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2015-12-21,0.01531901801580382,0.000234672312968522,8.876085104794552e-05,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0.9755814372969811,0.0,0.0,0.0,0.0,0.0,0.0,0.9755814372969811,1.9511628745939622,3.3163833767953,0.0,0.0,0.0,0.0,0.0,0.0,3.3163833767953,6.6327667535906,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0
2015-12-22,0.008470118784641656,7.174291222593945e-05,9.083587852769765e-05,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0.9815386725361914,0.0,0.0,0.0,0.0,0.0,0.9815386725361914,0.0,0.0,3.1451337073944052,0.0,0.0,0.0,0.0,0.0,3.1451337073944052,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
2015-12-23,-0.010040241913241488,0.00010080645767641109,0.000159631463961553,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9875665060806647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.144603783712499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-12-24,-0.005821088254652551,3.3885068468453887e-05,0.00019006952612485263,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,0.0,0.91641655389373,0.0,0.0,0.0,0.0,0.91641655389373,0.0,0.0,0.0,2.083795245097942,0.0,0.0,0.0,0.0,2.083795245097942,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2015-12-25,0.0037201533742443615,1.3839541127901708e-05,8.713434479592706e-05,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,1.3338015318076308,0.0,0.0,0.0,1.3338015318076308,0.0,0.0,0.0,0.0,1.1990553024135435,0.0,0.0,0.0,1.1990553024135435,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2015-12-28,-0.022927799974439722,0.0005256840116679182,0.0003582113020013122,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1.104343129686284,0.0,0.0,0.0,0.0,0.0,0.0,1.104343129686284,2.208686259372568,0.4155023318233327,0.0,0.0,0.0,0.0,0.0,0.0,0.4155023318233327,0.8310046636466654,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0
2015-12-29,0.009400481111200065,8.836904512202921e-05,0.00017708481306587416,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,1.273704591769777,0.0,0.0,0.0,0.0,0.0,1.273704591769777,0.0,-0.0,-0.08682998674542362,-0.0,-0.0,-0.0,-0.0,-0.0,-0.08682998674542362,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2015-12-30,0.0065123231839656626,4.2410353252416666e-05,7.873197108760738e-05,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2838285771289915,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.2371503455742491,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2015-12-31,-0.017605030283311507,0.0003099370912763152,0.0001423122626932919,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,0.0,1.3356986103963484,0.0,0.0,0.0,0.0,1.3356986103963484,0.0,-0.0,-0.0,-0.1659579315215012,-0.0,-0.0,-0.0,-0.0,-0.1659579315215012,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-04,-0.08558618822509168,0.007324995614900821,0.0011635482824996581,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2.110966605157399,0.0,0.0,0.0,2.110966605157399,0.0,0.0,0.0,6.332899815472198,-0.6789941951857718,-0.0,-0.0,-0.0,-0.6789941951857718,-0.0,-0.0,-0.0,-2.036982585557315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-05,-0.013681629880283097,0.00018718699618105528,0.0023820534682258733,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,2.2490649124232918,0.0,0.0,2.2490649124232918,0.0,0.0,0.0,0.0,-0.0,-0.2687301469781829,-0.0,-0.0,-0.2687301469781829,-0.0,-0.0,-0.0,-0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2016-01-06,0.022147299781181573,0.0004905028875975254,0.0003876391210570673,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,2.1853135163102437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0046492834597809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-07,-0.08585243238277229,0.007370640146038489,0.0020113295587624778,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,2.0788939010782364,0.0,2.0788939010782364,0.0,0.0,0.0,0.0,0.0,0.0,0.3338505284188214,0.0,0.3338505284188214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-08,0.011884192752363631,0.00014123403737533228,0.0020971665415072402,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,2.179652414157104,2.179652414157104,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.115902474917468,-0.115902474917468,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
2016-01-11,-0.06413629669819798,0.004113464554159282,0.0013981725179523213,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1.5711705063652526,0.0,0.0,0.0,1.5711705063652526,0.0,0.0,0.0,3.142341012730505,-0.1880313112057429,-0.0,-0.0,-0.0,-0.1880313112057429,-0.0,-0.0,-0.0,-0.3760626224114858,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
2016-01-12,0.007923514205899096,6.278207737108478e-05,0.000967545821755222,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1.599739750368891,0.0,0.0,1.599739750368891,0.0,0.0,0.0,0.0,0.0,0.5359696029346771,0.0,0.0,0.5359696029346771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-13,-0.03106721075574015,0.0009651715841415764,0.0007020974518864661,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1.3773488072137758,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.5209688861457108,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2016-01-14,0.03603266441740871,0.001298352905017592,0.0017520534210789898,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,1.6110708110448484,0.0,1.6110708110448484,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.386864607314001,-0.0,-0.386864607314001,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-15,-0.034120439918305934,0.0011642044202187251,0.0008451208126132737,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,1.5039672627612808,1.5039672627612808,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.6132154114744002,-0.6132154114744002,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2016-01-18,0.015683653917141882,0.0002459770001926799,0.0007447922663253792,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1.5475763009698018,0.0,0.0,0.0,1.5475763009698018,0.0,0.0,0.0,3.0951526019396036,-0.0958618557655431,-0.0,-0.0,-0.0,-0.0958618557655431,-0.0,-0.0,-0.0,-0.1917237115310862,7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,14.0
2016-01-19,0.03348499354835077,0.0011212447929330929,0.00033887259819187564,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1.363696727410023,0.0,0.0,1.363696727410023,0.0,0.0,0.0,0.0,0.0,1.106580134690621,0.0,0.0,1.106580134690621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
